Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
7710,2023-01-14,Cust-122,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,Japan,Asia
7711,2023-05-16,Cust-157,3003,Smartphone,Electronics,2,700,1400,Credit Card,Pending,UK,Europe
7712,2023-05-11,Cust-606,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,Japan,Asia
7713,2023-12-26,Cust-718,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Australia,Australia
7714,2023-02-21,Cust-78,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,USA,North America
7715,2023-03-16,Cust-650,3001,Laptop,Electronics,4,1000,4000,PayPal,Failed,Canada,North America
7716,2023-01-30,Cust-658,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,USA,North America
7717,2023-09-04,Cust-623,3004,Tablet,Electronics,5,300,1500,Credit Card,Completed,Australia,Australia
7718,2023-01-04,Cust-765,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Brazil,South America
7719,2023-07-15,Cust-448,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,France,Europe
7720,2023-03-19,Cust-937,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Failed,Germany,Europe
7721,2023-08-01,Cust-62,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Brazil,South America
7722,2023-08-30,Cust-90,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,UK,Europe
7723,2023-04-26,Cust-519,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,India,Asia
7724,2023-06-18,Cust-834,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Completed,India,Asia
7725,2023-07-31,Cust-869,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,Germany,Europe
7726,2023-10-08,Cust-167,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,Japan,Asia
7727,2023-10-26,Cust-492,3002,Headphones,Accessories,1,50,50,Bank Transfer,Completed,France,Europe
7728,2023-08-05,Cust-891,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Failed,France,Europe
7729,2023-02-09,Cust-186,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,South Africa,Africa
7730,2023-04-20,Cust-594,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Failed,Germany,Europe
7731,2023-03-02,Cust-323,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,USA,North America
7732,2023-03-01,Cust-733,3001,Laptop,Electronics,2,1000,2000,Credit Card,Pending,France,Europe
7733,2023-03-04,Cust-834,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,France,Europe
7734,2023-12-01,Cust-304,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,India,Asia
7735,2023-02-06,Cust-727,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,Germany,Europe
7736,2023-03-05,Cust-929,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,USA,North America
7737,2023-10-12,Cust-892,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,Brazil,South America
7738,2023-07-05,Cust-342,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,South Africa,Africa
7739,2023-12-17,Cust-258,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Germany,Europe
7740,2023-05-03,Cust-976,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,Germany,Europe
7741,2023-11-17,Cust-452,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,Brazil,South America
7742,2023-08-22,Cust-854,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,France,Europe
7743,2023-04-11,Cust-669,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Canada,North America
7744,2023-03-29,Cust-791,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Failed,USA,North America
7745,2023-07-25,Cust-819,3004,Tablet,Electronics,3,300,900,PayPal,Pending,France,Europe
7746,2023-01-14,Cust-89,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Canada,North America
7747,2023-07-22,Cust-513,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Completed,France,Europe
7748,2023-04-10,Cust-985,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,UK,Europe
7749,2023-08-04,Cust-995,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,USA,North America
7750,2023-07-11,Cust-512,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,Japan,Asia
7751,2023-11-13,Cust-760,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,Germany,Europe
7752,2023-11-28,Cust-279,3002,Headphones,Accessories,5,50,250,Credit Card,Completed,South Africa,Africa
7753,2023-05-13,Cust-908,3002,Headphones,Accessories,2,50,100,PayPal,Pending,France,Europe
7754,2023-01-12,Cust-392,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,Germany,Europe
7755,2023-05-18,Cust-499,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,Japan,Asia
7756,2023-09-14,Cust-334,3002,Headphones,Accessories,2,50,100,PayPal,Pending,Germany,Europe
7757,2023-03-02,Cust-699,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,India,Asia
7758,2023-08-09,Cust-237,3001,Laptop,Electronics,2,1000,2000,PayPal,Failed,South Africa,Africa
7759,2023-08-15,Cust-680,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,USA,North America
7760,2023-01-09,Cust-634,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,Brazil,South America
7761,2023-06-09,Cust-880,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,South Africa,Africa
7762,2023-03-24,Cust-307,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,Japan,Asia
7763,2023-08-03,Cust-620,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,Germany,Europe
7764,2023-09-05,Cust-324,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,France,Europe
7765,2023-04-06,Cust-58,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,Japan,Asia
7766,2023-11-30,Cust-59,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Failed,France,Europe
7767,2023-04-25,Cust-707,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,UK,Europe
7768,2023-09-12,Cust-547,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Canada,North America
7769,2023-02-26,Cust-759,3002,Headphones,Accessories,1,50,50,PayPal,Completed,Australia,Australia
7770,2023-04-07,Cust-784,3004,Tablet,Electronics,1,300,300,Bank Transfer,Pending,Australia,Australia
7771,2023-09-19,Cust-761,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Japan,Asia
7772,2023-10-18,Cust-593,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,South Africa,Africa
7773,2023-09-24,Cust-975,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,South Africa,Africa
7774,2023-01-19,Cust-621,3003,Smartphone,Electronics,2,700,1400,Credit Card,Failed,Germany,Europe
7775,2023-04-28,Cust-624,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,Japan,Asia
7776,2023-02-01,Cust-900,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,India,Asia
7777,2023-12-27,Cust-425,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Completed,India,Asia
7778,2023-04-15,Cust-199,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Pending,UK,Europe
7779,2023-07-14,Cust-89,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,India,Asia
7780,2023-08-07,Cust-819,3005,Smartwatch,Accessories,2,200,400,Credit Card,Completed,Japan,Asia
7781,2023-12-12,Cust-836,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,Germany,Europe
7782,2023-08-23,Cust-593,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,South Africa,Africa
7783,2023-12-29,Cust-921,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Brazil,South America
7784,2023-10-17,Cust-332,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Canada,North America
7785,2023-07-16,Cust-477,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,South Africa,Africa
7786,2023-06-27,Cust-203,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,France,Europe
7787,2023-03-27,Cust-96,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,Australia,Australia
7788,2023-04-03,Cust-822,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,Brazil,South America
7789,2023-01-18,Cust-896,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,France,Europe
7790,2023-01-01,Cust-887,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,Canada,North America
7791,2023-08-11,Cust-298,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,Japan,Asia
7792,2023-04-12,Cust-561,3002,Headphones,Accessories,2,50,100,PayPal,Pending,USA,North America
7793,2023-03-31,Cust-632,3003,Smartphone,Electronics,1,700,700,PayPal,Pending,Germany,Europe
7794,2023-05-18,Cust-265,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,Australia,Australia
7795,2023-10-14,Cust-850,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,Australia,Australia
7796,2023-02-25,Cust-502,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,USA,North America
7797,2023-07-31,Cust-175,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,France,Europe
7798,2023-02-16,Cust-195,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,Germany,Europe
7799,2023-05-07,Cust-475,3002,Headphones,Accessories,4,50,200,PayPal,Pending,South Africa,Africa
7800,2023-02-08,Cust-502,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,Brazil,South America
7801,2023-09-29,Cust-199,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Japan,Asia
7802,2023-05-02,Cust-529,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,France,Europe
7803,2023-05-25,Cust-450,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,UK,Europe
7804,2023-04-15,Cust-310,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Completed,France,Europe
7805,2023-07-10,Cust-419,3001,Laptop,Electronics,4,1000,4000,Credit Card,Failed,Canada,North America
7806,2023-07-03,Cust-235,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,France,Europe
7807,2023-11-11,Cust-104,3005,Smartwatch,Accessories,1,200,200,Credit Card,Completed,France,Europe
7808,2023-05-07,Cust-917,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Australia,Australia
7809,2023-10-15,Cust-484,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,France,Europe
7810,2023-08-08,Cust-959,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,Germany,Europe
7811,2023-06-20,Cust-30,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,Canada,North America
7812,2023-03-09,Cust-11,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,Brazil,South America
7813,2023-10-02,Cust-83,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,Canada,North America
7814,2023-06-19,Cust-823,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Germany,Europe
7815,2023-09-23,Cust-496,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,South Africa,Africa
7816,2023-03-06,Cust-710,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,India,Asia
7817,2023-03-05,Cust-120,3003,Smartphone,Electronics,2,700,1400,Credit Card,Failed,South Africa,Africa
7818,2023-06-20,Cust-379,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,UK,Europe
7819,2023-06-11,Cust-135,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,UK,Europe
7820,2023-02-03,Cust-866,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,Germany,Europe
7821,2023-05-10,Cust-547,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,USA,North America
7822,2023-04-30,Cust-250,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,Canada,North America
7823,2023-02-25,Cust-205,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,India,Asia
7824,2023-11-14,Cust-123,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,Australia,Australia
7825,2023-10-24,Cust-311,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,India,Asia
7826,2023-02-10,Cust-239,3004,Tablet,Electronics,1,300,300,Credit Card,Completed,Australia,Australia
7827,2023-01-24,Cust-584,3004,Tablet,Electronics,3,300,900,PayPal,Completed,UK,Europe
7828,2023-01-26,Cust-198,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,USA,North America
7829,2023-05-27,Cust-9,3002,Headphones,Accessories,4,50,200,PayPal,Completed,South Africa,Africa
7830,2023-02-21,Cust-758,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Australia,Australia
7831,2023-06-02,Cust-618,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,Japan,Asia
7832,2023-10-10,Cust-630,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,USA,North America
7833,2023-05-21,Cust-542,3004,Tablet,Electronics,3,300,900,PayPal,Pending,Canada,North America
7834,2023-12-17,Cust-296,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,Germany,Europe
7835,2023-03-05,Cust-661,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,Canada,North America
7836,2023-03-28,Cust-19,3003,Smartphone,Electronics,5,700,3500,Credit Card,Pending,USA,North America
7837,2023-10-24,Cust-751,3002,Headphones,Accessories,3,50,150,Credit Card,Completed,Canada,North America
7838,2023-07-16,Cust-449,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,USA,North America
7839,2023-03-05,Cust-741,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Completed,Japan,Asia
7840,2023-11-17,Cust-923,3005,Smartwatch,Accessories,4,200,800,PayPal,Pending,USA,North America
7841,2023-03-30,Cust-17,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Brazil,South America
7842,2023-01-06,Cust-15,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,Germany,Europe
7843,2023-01-11,Cust-783,3004,Tablet,Electronics,2,300,600,PayPal,Pending,Germany,Europe
7844,2023-10-04,Cust-411,3002,Headphones,Accessories,2,50,100,PayPal,Completed,Canada,North America
7845,2023-10-18,Cust-962,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Japan,Asia
7846,2023-12-05,Cust-514,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,Germany,Europe
7847,2023-10-03,Cust-916,3002,Headphones,Accessories,2,50,100,PayPal,Pending,Japan,Asia
7848,2023-04-28,Cust-365,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Australia,Australia
7849,2023-03-26,Cust-531,3004,Tablet,Electronics,2,300,600,PayPal,Failed,USA,North America
7850,2023-12-11,Cust-909,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,India,Asia
7851,2023-09-12,Cust-262,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,France,Europe
7852,2023-01-04,Cust-883,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Canada,North America
7853,2023-07-25,Cust-526,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,Japan,Asia
7854,2023-08-16,Cust-522,3005,Smartwatch,Accessories,4,200,800,PayPal,Completed,India,Asia
7855,2023-11-28,Cust-705,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Germany,Europe
7856,2023-04-02,Cust-239,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,Germany,Europe
7857,2023-08-16,Cust-339,3004,Tablet,Electronics,2,300,600,PayPal,Pending,UK,Europe
7858,2023-09-02,Cust-902,3004,Tablet,Electronics,3,300,900,PayPal,Pending,Japan,Asia
7859,2023-12-12,Cust-479,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,Canada,North America
7860,2023-11-27,Cust-131,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,USA,North America
7861,2023-01-04,Cust-896,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,Australia,Australia
7862,2023-09-22,Cust-215,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,France,Europe
7863,2023-11-17,Cust-912,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,South Africa,Africa
7864,2023-08-27,Cust-454,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,Brazil,South America
7865,2023-03-28,Cust-897,3002,Headphones,Accessories,5,50,250,PayPal,Failed,UK,Europe
7866,2023-11-29,Cust-171,3005,Smartwatch,Accessories,4,200,800,PayPal,Pending,Australia,Australia
7867,2023-09-05,Cust-991,3004,Tablet,Electronics,1,300,300,Credit Card,Completed,Canada,North America
7868,2023-09-15,Cust-141,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,Japan,Asia
7869,2023-09-02,Cust-778,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,France,Europe
7870,2023-01-01,Cust-912,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,France,Europe
7871,2023-06-17,Cust-207,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Canada,North America
7872,2023-05-17,Cust-958,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Completed,Brazil,South America
7873,2023-11-14,Cust-649,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,Japan,Asia
7874,2023-08-05,Cust-351,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,South Africa,Africa
7875,2023-04-12,Cust-745,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,UK,Europe
7876,2023-11-09,Cust-199,3005,Smartwatch,Accessories,3,200,600,PayPal,Completed,Germany,Europe
7877,2023-08-26,Cust-964,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,Brazil,South America
7878,2023-12-13,Cust-27,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,Japan,Asia
7879,2023-11-26,Cust-602,3001,Laptop,Electronics,4,1000,4000,PayPal,Pending,France,Europe
7880,2023-06-19,Cust-602,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,South Africa,Africa
7881,2023-08-21,Cust-357,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,Australia,Australia
7882,2023-04-26,Cust-961,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Pending,UK,Europe
7883,2023-02-25,Cust-259,3002,Headphones,Accessories,5,50,250,PayPal,Failed,UK,Europe
7884,2023-07-26,Cust-91,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Australia,Australia
7885,2023-07-07,Cust-396,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,UK,Europe
7886,2023-07-08,Cust-409,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,USA,North America
7887,2023-03-30,Cust-202,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Germany,Europe
7888,2023-12-20,Cust-100,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,India,Asia
7889,2023-02-27,Cust-64,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,India,Asia
7890,2023-12-19,Cust-546,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Japan,Asia
7891,2023-04-25,Cust-224,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,Brazil,South America
7892,2023-07-20,Cust-123,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,France,Europe
7893,2023-12-02,Cust-105,3002,Headphones,Accessories,4,50,200,PayPal,Completed,Canada,North America
7894,2023-06-24,Cust-673,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,UK,Europe
7895,2023-02-06,Cust-769,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,India,Asia
7896,2023-11-13,Cust-223,3002,Headphones,Accessories,1,50,50,PayPal,Failed,UK,Europe
7897,2023-03-18,Cust-797,3004,Tablet,Electronics,2,300,600,PayPal,Pending,France,Europe
7898,2023-01-25,Cust-145,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,Canada,North America
7899,2023-02-28,Cust-588,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,USA,North America
7900,2023-10-24,Cust-790,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,Japan,Asia
7901,2023-08-22,Cust-264,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,Canada,North America
7902,2023-08-25,Cust-429,3001,Laptop,Electronics,3,1000,3000,PayPal,Completed,Germany,Europe
7903,2023-04-10,Cust-409,3005,Smartwatch,Accessories,4,200,800,Credit Card,Failed,South Africa,Africa
7904,2023-03-05,Cust-868,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,India,Asia
7905,2023-06-22,Cust-85,3002,Headphones,Accessories,2,50,100,PayPal,Pending,USA,North America
7906,2023-12-06,Cust-955,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Brazil,South America
7907,2023-12-27,Cust-841,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,France,Europe
7908,2023-09-17,Cust-442,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,France,Europe
7909,2023-06-07,Cust-1000,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,Canada,North America
7910,2023-04-25,Cust-613,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,UK,Europe
7911,2023-07-22,Cust-411,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Brazil,South America
7912,2023-01-01,Cust-386,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,France,Europe
7913,2023-01-19,Cust-259,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,Japan,Asia
7914,2023-07-05,Cust-930,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,Canada,North America
7915,2023-05-08,Cust-599,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,Canada,North America
7916,2023-06-21,Cust-477,3001,Laptop,Electronics,1,1000,1000,Credit Card,Completed,USA,North America
7917,2023-08-06,Cust-384,3004,Tablet,Electronics,2,300,600,PayPal,Completed,Canada,North America
7918,2023-11-23,Cust-784,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,South Africa,Africa
7919,2023-12-11,Cust-683,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Pending,Brazil,South America
7920,2023-12-13,Cust-23,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,Japan,Asia
7921,2023-01-30,Cust-272,3003,Smartphone,Electronics,3,700,2100,PayPal,Completed,Germany,Europe
7922,2023-05-26,Cust-96,3001,Laptop,Electronics,2,1000,2000,Credit Card,Pending,Australia,Australia
7923,2023-10-20,Cust-700,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,Australia,Australia
7924,2023-05-02,Cust-417,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,Australia,Australia
7925,2023-12-09,Cust-459,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,USA,North America
7926,2023-08-28,Cust-888,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,France,Europe
7927,2023-10-18,Cust-265,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,USA,North America
7928,2023-06-25,Cust-408,3004,Tablet,Electronics,1,300,300,PayPal,Pending,France,Europe
7929,2023-09-10,Cust-922,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,France,Europe
7930,2023-06-23,Cust-244,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,France,Europe
7931,2023-07-22,Cust-619,3003,Smartphone,Electronics,2,700,1400,Credit Card,Failed,UK,Europe
7932,2023-01-21,Cust-768,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,Australia,Australia
7933,2023-04-26,Cust-600,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,Australia,Australia
7934,2023-01-08,Cust-16,3003,Smartphone,Electronics,3,700,2100,Credit Card,Pending,France,Europe
7935,2023-06-08,Cust-234,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Completed,Canada,North America
7936,2023-10-06,Cust-664,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,UK,Europe
7937,2023-05-24,Cust-306,3004,Tablet,Electronics,3,300,900,PayPal,Pending,Japan,Asia
7938,2023-10-26,Cust-835,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,USA,North America
7939,2023-01-25,Cust-221,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,France,Europe
7940,2023-04-28,Cust-240,3003,Smartphone,Electronics,5,700,3500,PayPal,Pending,Japan,Asia
7941,2023-07-18,Cust-169,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,France,Europe
7942,2023-04-02,Cust-757,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Pending,India,Asia
7943,2023-07-19,Cust-746,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,India,Asia
7944,2023-05-06,Cust-174,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,India,Asia
7945,2023-09-04,Cust-430,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,Australia,Australia
7946,2023-10-23,Cust-603,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Australia,Australia
7947,2023-01-28,Cust-312,3001,Laptop,Electronics,2,1000,2000,PayPal,Pending,Canada,North America
7948,2023-01-21,Cust-66,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,France,Europe
7949,2023-05-10,Cust-610,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,India,Asia
7950,2023-12-09,Cust-231,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,USA,North America
7951,2023-09-01,Cust-178,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,Japan,Asia
7952,2023-12-13,Cust-958,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,India,Asia
7953,2023-10-19,Cust-483,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,Australia,Australia
7954,2023-04-08,Cust-597,3003,Smartphone,Electronics,5,700,3500,Credit Card,Completed,Brazil,South America
7955,2023-12-22,Cust-761,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,USA,North America
7956,2023-02-24,Cust-473,3001,Laptop,Electronics,2,1000,2000,PayPal,Completed,Australia,Australia
7957,2023-09-16,Cust-835,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,France,Europe
7958,2023-07-29,Cust-132,3005,Smartwatch,Accessories,2,200,400,PayPal,Completed,Canada,North America
7959,2023-10-08,Cust-203,3002,Headphones,Accessories,4,50,200,PayPal,Completed,India,Asia
7960,2023-01-29,Cust-256,3004,Tablet,Electronics,2,300,600,PayPal,Completed,Japan,Asia
7961,2023-04-25,Cust-562,3003,Smartphone,Electronics,2,700,1400,Credit Card,Failed,India,Asia
7962,2023-01-30,Cust-87,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Canada,North America
7963,2023-10-18,Cust-230,3003,Smartphone,Electronics,5,700,3500,Credit Card,Pending,Germany,Europe
7964,2023-11-01,Cust-99,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,UK,Europe
7965,2023-03-23,Cust-503,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,USA,North America
7966,2023-08-28,Cust-914,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,USA,North America
7967,2023-09-03,Cust-832,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,Australia,Australia
7968,2023-10-15,Cust-420,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,Brazil,South America
